cell_lon,cell_lat,n_events,n_categories,n_recent,recency,frequency,diversity,frequency_n,recency_n,diversity_n,risk_index
130,40,7,1,7.0,1.0,2.0794415416798357,1,0.2517165864093175,1.0,0.0,0.42585829320465873
-70,-40,7,1,7.0,1.0,2.0794415416798357,1,0.2517165864093175,1.0,0.0,0.42585829320465873
150,-30,14,2,9.0,0.6428571428571429,2.70805020110221,2,0.3658562888959621,0.6428571428571429,0.25,0.42578528730512394
-95,25,16,3,7.0,0.4375,2.833213344056216,3,0.3885828035325741,0.4375,0.5,0.4255414017662871
10,40,16,3,7.0,0.4375,2.833213344056216,3,0.3885828035325741,0.4375,0.5,0.4255414017662871
-80,-5,22,3,7.0,0.3181818181818182,3.1354942159291497,3,0.4434694937902045,0.3181818181818182,0.5,0.41718929234964774
125,5,13,3,6.0,0.46153846153846156,2.6390573296152584,3,0.35332889890986785,0.46153846153846156,0.5,0.41512598791647237
35,30,10,2,7.0,0.7,2.3978952727983707,2,0.3095398657752615,0.7,0.25,0.4147699328876307
-145,60,19,1,13.0,0.6842105263157895,2.995732273553991,1,0.41809220017112714,0.6842105263157895,0.0,0.4143092579803004
135,65,6,1,6.0,1.0,1.9459101490553132,1,0.22747060570520916,1.0,0.0,0.41373530285260457
-10,10,6,2,5.0,0.8333333333333334,1.9459101490553132,2,0.22747060570520916,0.8333333333333334,0.25,0.41373530285260457
105,60,6,1,6.0,1.0,1.9459101490553132,1,0.22747060570520916,1.0,0.0,0.41373530285260457
85,60,6,1,6.0,1.0,1.9459101490553132,1,0.22747060570520916,1.0,0.0,0.41373530285260457
30,35,6,2,5.0,0.8333333333333334,1.9459101490553132,2,0.22747060570520916,0.8333333333333334,0.25,0.41373530285260457
-70,-30,6,2,5.0,0.8333333333333334,1.9459101490553132,2,0.22747060570520916,0.8333333333333334,0.25,0.41373530285260457
-70,-35,6,1,6.0,1.0,1.9459101490553132,1,0.22747060570520916,1.0,0.0,0.41373530285260457
-70,55,6,1,6.0,1.0,1.9459101490553132,1,0.22747060570520916,1.0,0.0,0.41373530285260457
15,50,6,1,6.0,1.0,1.9459101490553132,1,0.22747060570520916,1.0,0.0,0.41373530285260457
-155,55,6,2,5.0,0.8333333333333334,1.9459101490553132,2,0.22747060570520916,0.8333333333333334,0.25,0.41373530285260457
0,15,6,1,6.0,1.0,1.9459101490553132,1,0.22747060570520916,1.0,0.0,0.41373530285260457
-45,-25,3,2,3.0,1.0,1.3862943611198906,2,0.12585829320465877,1.0,0.25,0.4129291466023294
-45,-20,3,2,3.0,1.0,1.3862943611198906,2,0.12585829320465877,1.0,0.25,0.4129291466023294
40,45,3,2,3.0,1.0,1.3862943611198906,2,0.12585829320465877,1.0,0.25,0.4129291466023294
-70,-20,3,2,3.0,1.0,1.3862943611198906,2,0.12585829320465877,1.0,0.25,0.4129291466023294
-90,50,9,1,8.0,0.8888888888888888,2.302585092994046,1,0.29223390696646845,0.8888888888888888,0.0,0.4127836201499009
-110,20,8,2,6.0,0.75,2.1972245773362196,2,0.2731030570636462,0.75,0.25,0.41155152853182303
75,10,8,2,6.0,0.75,2.1972245773362196,2,0.2731030570636462,0.75,0.25,0.41155152853182303
-65,-40,8,2,6.0,0.75,2.1972245773362196,2,0.2731030570636462,0.75,0.25,0.41155152853182303
-5,35,13,2,8.0,0.6153846153846154,2.6390573296152584,2,0.35332889890986785,0.6153846153846154,0.25,0.41127983407031854
0,35,13,2,8.0,0.6153846153846154,2.6390573296152584,2,0.35332889890986785,0.6153846153846154,0.25,0.41127983407031854
-5,40,18,2,9.0,0.5,2.9444389791664403,2,0.408778613294461,0.5,0.25,0.4043893066472305
-105,25,11,2,7.0,0.6363636363636364,2.4849066497880004,2,0.32533896833881126,0.6363636363636364,0.25,0.40357857507849654
-130,50,25,2,10.0,0.4,3.258096538021482,2,0.46573102703196645,0.4,0.25,0.4028655135159832
135,60,5,1,5.0,1.0,1.791759469228055,1,0.19948067513415244,1.0,0.0,0.3997403375670762
80,60,5,1,5.0,1.0,1.791759469228055,1,0.19948067513415244,1.0,0.0,0.3997403375670762
70,40,5,1,5.0,1.0,1.791759469228055,1,0.19948067513415244,1.0,0.0,0.3997403375670762
-5,15,5,1,5.0,1.0,1.791759469228055,1,0.19948067513415244,1.0,0.0,0.3997403375670762
-70,50,5,1,5.0,1.0,1.791759469228055,1,0.19948067513415244,1.0,0.0,0.3997403375670762
-125,65,5,1,5.0,1.0,1.791759469228055,1,0.19948067513415244,1.0,0.0,0.3997403375670762
-85,5,8,1,7.0,0.875,2.1972245773362196,1,0.2731030570636462,0.875,0.0,0.39905152853182313
95,0,8,4,3.0,0.375,2.1972245773362196,4,0.2731030570636462,0.375,0.75,0.39905152853182313
0,50,8,1,7.0,0.875,2.1972245773362196,1,0.2731030570636462,0.875,0.0,0.39905152853182313
120,5,8,1,7.0,0.875,2.1972245773362196,1,0.2731030570636462,0.875,0.0,0.39905152853182313
0,45,7,2,5.0,0.7142857142857143,2.0794415416798357,2,0.2517165864093175,0.7142857142857143,0.25,0.390144007490373
-95,10,21,3,5.0,0.23809523809523808,3.091042453358316,3,0.4353981589799203,0.23809523809523808,0.5,0.3891276509185315
10,35,15,3,5.0,0.3333333333333333,2.772588722239781,3,0.3775748796139763,0.3333333333333333,0.5,0.38878743980698816
105,-10,15,3,5.0,0.3333333333333333,2.772588722239781,3,0.3775748796139763,0.3333333333333333,0.5,0.38878743980698816
-105,15,18,3,5.0,0.2777777777777778,2.9444389791664403,3,0.408778613294461,0.2777777777777778,0.5,0.3877226399805639
-10,35,17,3,5.0,0.29411764705882354,2.8903717578961645,3,0.39896135026830487,0.29411764705882354,0.5,0.3877159692517995
30,45,2,2,2.0,1.0,1.0986122886681098,2,0.07362238192949372,1.0,0.25,0.38681119096474686
-40,-10,2,2,2.0,1.0,1.0986122886681098,2,0.07362238192949372,1.0,0.25,0.38681119096474686
-60,0,4,1,4.0,1.0,1.6094379124341003,1,0.16637561376180962,1.0,0.0,0.3831878068809048
170,-40,4,1,4.0,1.0,1.6094379124341003,1,0.16637561376180962,1.0,0.0,0.3831878068809048
130,60,4,1,4.0,1.0,1.6094379124341003,1,0.16637561376180962,1.0,0.0,0.3831878068809048
-65,50,4,1,4.0,1.0,1.6094379124341003,1,0.16637561376180962,1.0,0.0,0.3831878068809048
-130,65,4,1,4.0,1.0,1.6094379124341003,1,0.16637561376180962,1.0,0.0,0.3831878068809048
-55,-5,4,1,4.0,1.0,1.6094379124341003,1,0.16637561376180962,1.0,0.0,0.3831878068809048
85,55,4,1,4.0,1.0,1.6094379124341003,1,0.16637561376180962,1.0,0.0,0.3831878068809048
140,70,4,1,4.0,1.0,1.6094379124341003,1,0.16637561376180962,1.0,0.0,0.3831878068809048
115,-25,7,1,6.0,0.8571428571428571,2.0794415416798357,1,0.2517165864093175,0.8571428571428571,0.0,0.38300115034751586
110,-10,25,3,4.0,0.16,3.258096538021482,3,0.46573102703196645,0.16,0.5,0.3808655135159832
-70,10,5,3,3.0,0.6,1.791759469228055,3,0.19948067513415244,0.6,0.5,0.37974033756707626
-75,-45,11,2,6.0,0.5454545454545454,2.4849066497880004,2,0.32533896833881126,0.5454545454545454,0.25,0.3763058478057692
40,10,8,2,5.0,0.625,2.1972245773362196,2,0.2731030570636462,0.625,0.25,0.37405152853182305
-125,50,81,1,9.0,0.1111111111111111,4.406719247264253,1,0.6742923510564302,0.1111111111111111,0.0,0.3704795088615484
95,5,5,4,2.0,0.4,1.791759469228055,4,0.19948067513415244,0.4,0.75,0.36974033756707625
5,40,20,2,7.0,0.35,3.044522437723423,2,0.4269512808393616,0.35,0.25,0.3684756404196808
-60,-35,6,3,3.0,0.5,1.9459101490553132,3,0.22747060570520916,0.5,0.5,0.3637353028526046
110,45,3,1,3.0,1.0,1.3862943611198906,1,0.12585829320465877,1.0,0.0,0.3629291466023294
150,65,3,1,3.0,1.0,1.3862943611198906,1,0.12585829320465877,1.0,0.0,0.3629291466023294
105,50,3,1,3.0,1.0,1.3862943611198906,1,0.12585829320465877,1.0,0.0,0.3629291466023294
-130,60,3,1,3.0,1.0,1.3862943611198906,1,0.12585829320465877,1.0,0.0,0.3629291466023294
-80,-15,3,1,3.0,1.0,1.3862943611198906,1,0.12585829320465877,1.0,0.0,0.3629291466023294
-105,60,3,1,3.0,1.0,1.3862943611198906,1,0.12585829320465877,1.0,0.0,0.3629291466023294
160,65,3,1,3.0,1.0,1.3862943611198906,1,0.12585829320465877,1.0,0.0,0.3629291466023294
35,0,3,1,3.0,1.0,1.3862943611198906,1,0.12585829320465877,1.0,0.0,0.3629291466023294
-55,-30,3,1,3.0,1.0,1.3862943611198906,1,0.12585829320465877,1.0,0.0,0.3629291466023294
-5,45,3,1,3.0,1.0,1.3862943611198906,1,0.12585829320465877,1.0,0.0,0.3629291466023294
125,60,3,1,3.0,1.0,1.3862943611198906,1,0.12585829320465877,1.0,0.0,0.3629291466023294
110,60,3,1,3.0,1.0,1.3862943611198906,1,0.12585829320465877,1.0,0.0,0.3629291466023294
25,50,3,1,3.0,1.0,1.3862943611198906,1,0.12585829320465877,1.0,0.0,0.3629291466023294
-80,40,3,1,3.0,1.0,1.3862943611198906,1,0.12585829320465877,1.0,0.0,0.3629291466023294
30,40,3,1,3.0,1.0,1.3862943611198906,1,0.12585829320465877,1.0,0.0,0.3629291466023294
-50,-5,3,1,3.0,1.0,1.3862943611198906,1,0.12585829320465877,1.0,0.0,0.3629291466023294
90,60,3,1,3.0,1.0,1.3862943611198906,1,0.12585829320465877,1.0,0.0,0.3629291466023294
125,30,3,3,2.0,0.6666666666666666,1.3862943611198906,3,0.12585829320465877,0.6666666666666666,0.5,0.36292914660232933
-10,15,3,3,2.0,0.6666666666666666,1.3862943611198906,3,0.12585829320465877,0.6666666666666666,0.5,0.36292914660232933
-25,60,9,2,5.0,0.5555555555555556,2.302585092994046,2,0.29223390696646845,0.5555555555555556,0.25,0.3627836201499009
40,40,9,2,5.0,0.5555555555555556,2.302585092994046,2,0.29223390696646845,0.5555555555555556,0.25,0.3627836201499009
35,45,9,2,5.0,0.5555555555555556,2.302585092994046,2,0.29223390696646845,0.5555555555555556,0.25,0.3627836201499009
-100,20,9,2,5.0,0.5555555555555556,2.302585092994046,2,0.29223390696646845,0.5555555555555556,0.25,0.3627836201499009
-80,20,4,2,3.0,0.75,1.6094379124341003,2,0.16637561376180962,0.75,0.25,0.3581878068809048
-75,40,4,2,3.0,0.75,1.6094379124341003,2,0.16637561376180962,0.75,0.25,0.3581878068809048
115,5,4,2,3.0,0.75,1.6094379124341003,2,0.16637561376180962,0.75,0.25,0.3581878068809048
-65,0,4,2,3.0,0.75,1.6094379124341003,2,0.16637561376180962,0.75,0.25,0.3581878068809048
15,0,4,2,3.0,0.75,1.6094379124341003,2,0.16637561376180962,0.75,0.25,0.3581878068809048
-80,-10,4,2,3.0,0.75,1.6094379124341003,2,0.16637561376180962,0.75,0.25,0.3581878068809048
20,35,23,2,6.0,0.2608695652173913,3.1780538303479458,2,0.45119726154347,0.2608695652173913,0.25,0.3538595003369524
-75,-35,49,2,1.0,0.02040816326530612,3.912023005428146,2,0.5844678139329368,0.02040816326530612,0.25,0.34835635594606024
30,30,7,2,4.0,0.5714285714285714,2.0794415416798357,2,0.2517165864093175,0.5714285714285714,0.25,0.34728686463323016
-40,-55,9,1,6.0,0.6666666666666666,2.302585092994046,1,0.29223390696646845,0.6666666666666666,0.0,0.34611695348323424
-10,50,5,1,4.0,0.8,1.791759469228055,1,0.19948067513415244,0.8,0.0,0.3397403375670762
100,-5,21,2,5.0,0.23809523809523808,3.091042453358316,2,0.4353981589799203,0.23809523809523808,0.25,0.33912765091853153
-120,50,30,2,4.0,0.13333333333333333,3.4339872044851463,2,0.49766839862145124,0.13333333333333333,0.25,0.3388341993107256
60,50,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
60,30,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
-10,30,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
45,15,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
75,-10,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
135,50,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
70,55,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
140,35,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
145,-45,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
75,50,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
75,45,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
25,15,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
5,30,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
45,0,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
-170,-75,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
-75,-10,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
20,30,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
125,-30,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
120,40,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
110,55,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
35,40,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
110,-30,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
15,15,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
110,35,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
110,0,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
0,30,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
130,35,2,1,2.0,1.0,1.0986122886681098,1,0.07362238192949372,1.0,0.0,0.3368111909647469
170,-45,8,2,4.0,0.5,2.1972245773362196,2,0.2731030570636462,0.5,0.25,0.3365515285318231
120,20,8,2,4.0,0.5,2.1972245773362196,2,0.2731030570636462,0.5,0.25,0.3365515285318231
55,25,4,3,2.0,0.5,1.6094379124341003,3,0.16637561376180962,0.5,0.5,0.33318780688090477
-75,-15,5,2,3.0,0.6,1.791759469228055,2,0.19948067513415244,0.6,0.25,0.3297403375670762
85,20,5,2,3.0,0.6,1.791759469228055,2,0.19948067513415244,0.6,0.25,0.3297403375670762
45,-15,5,2,3.0,0.6,1.791759469228055,2,0.19948067513415244,0.6,0.25,0.3297403375670762
-125,30,9,2,4.0,0.4444444444444444,2.302585092994046,2,0.29223390696646845,0.4444444444444444,0.25,0.3294502868165676
-160,15,10,2,4.0,0.4,2.3978952727983707,2,0.3095398657752615,0.4,0.25,0.32476993288763073
155,-10,19,2,4.0,0.21052631578947367,2.995732273553991,2,0.41809220017112714,0.21052631578947367,0.25,0.32220399482240564
175,-40,12,2,4.0,0.3333333333333333,2.5649493574615367,2,0.33987273382730765,0.3333333333333333,0.25,0.3199363669136538
70,15,5,3,2.0,0.4,1.791759469228055,3,0.19948067513415244,0.4,0.5,0.3197403375670762
145,-10,15,2,4.0,0.26666666666666666,2.772588722239781,2,0.3775748796139763,0.26666666666666666,0.25,0.31878743980698815
-90,15,6,3,2.0,0.3333333333333333,1.9459101490553132,3,0.22747060570520916,0.3333333333333333,0.5,0.31373530285260454
-75,10,6,3,2.0,0.3333333333333333,1.9459101490553132,3,0.22747060570520916,0.3333333333333333,0.5,0.31373530285260454
115,-5,3,2,2.0,0.6666666666666666,1.3862943611198906,2,0.12585829320465877,0.6666666666666666,0.25,0.31292914660232934
40,-30,3,2,2.0,0.6666666666666666,1.3862943611198906,2,0.12585829320465877,0.6666666666666666,0.25,0.31292914660232934
45,30,3,2,2.0,0.6666666666666666,1.3862943611198906,2,0.12585829320465877,0.6666666666666666,0.25,0.31292914660232934
70,35,3,2,2.0,0.6666666666666666,1.3862943611198906,2,0.12585829320465877,0.6666666666666666,0.25,0.31292914660232934
-5,50,7,3,2.0,0.2857142857142857,2.0794415416798357,3,0.2517165864093175,0.2857142857142857,0.5,0.3115725789189444
-160,55,8,3,2.0,0.25,2.1972245773362196,3,0.2731030570636462,0.25,0.5,0.3115515285318231
75,-15,4,1,3.0,0.75,1.6094379124341003,1,0.16637561376180962,0.75,0.0,0.3081878068809048
-165,60,4,1,3.0,0.75,1.6094379124341003,1,0.16637561376180962,0.75,0.0,0.3081878068809048
-130,10,4,1,3.0,0.75,1.6094379124341003,1,0.16637561376180962,0.75,0.0,0.3081878068809048
160,55,35,1,5.0,0.14285714285714285,3.58351893845611,1,0.5248196434729637,0.14285714285714285,0.0,0.30526696459362473
-110,15,33,1,5.0,0.15151515151515152,3.5263605246161616,1,0.5144410967372328,0.15151515151515152,0.0,0.3026750938231619
120,15,16,2,3.0,0.1875,2.833213344056216,2,0.3885828035325741,0.1875,0.25,0.300541401766287
-45,-60,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
140,40,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-40,-15,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
80,55,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
150,-40,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-165,-15,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-40,-20,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-50,15,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-55,45,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
150,30,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
75,-5,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
75,40,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
90,50,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-175,-75,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-25,-80,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-30,35,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
70,45,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
135,45,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
140,-30,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
100,50,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
100,55,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
105,-20,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-130,15,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
50,25,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
50,45,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-5,55,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
50,15,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
60,20,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
65,-70,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
50,0,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
135,-10,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
55,20,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
105,55,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
105,45,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
105,40,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-5,-80,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-145,55,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
135,-30,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-15,65,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-35,40,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-45,-5,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-40,-75,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
140,30,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
100,-20,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-35,-55,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
75,-70,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
5,15,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-20,35,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
10,-85,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
10,-5,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
10,30,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
10,55,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
5,-75,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
50,60,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
20,15,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-140,55,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
40,75,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
45,-10,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
130,-35,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
130,-30,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-20,60,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-65,25,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-55,0,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
5,55,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-65,55,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-70,-55,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
15,55,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-75,55,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-115,5,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-70,30,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
115,65,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
120,-30,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
30,-35,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
115,40,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-115,0,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
110,65,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-80,-75,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-85,45,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
160,50,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
175,35,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
30,55,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
170,60,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
-55,35,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
155,55,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
155,60,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
160,-25,1,1,1.0,1.0,0.6931471805599453,1,0.0,1.0,0.0,0.3
140,20,8,2,3.0,0.375,2.1972245773362196,2,0.2731030570636462,0.375,0.25,0.2990515285318231
50,-15,8,2,3.0,0.375,2.1972245773362196,2,0.2731030570636462,0.375,0.25,0.2990515285318231
145,-40,11,1,5.0,0.45454545454545453,2.4849066497880004,1,0.32533896833881126,0.45454545454545453,0.0,0.299033120533042
-75,-20,9,2,3.0,0.3333333333333333,2.302585092994046,2,0.29223390696646845,0.3333333333333333,0.25,0.2961169534832342
-175,-20,9,2,3.0,0.3333333333333333,2.302585092994046,2,0.29223390696646845,0.3333333333333333,0.25,0.2961169534832342
140,25,13,2,3.0,0.23076923076923078,2.6390573296152584,2,0.35332889890986785,0.23076923076923078,0.25,0.2958952186857032
80,5,10,2,3.0,0.3,2.3978952727983707,2,0.3095398657752615,0.3,0.25,0.29476993288763076
40,-20,10,2,3.0,0.3,2.3978952727983707,2,0.3095398657752615,0.3,0.25,0.29476993288763076
15,35,16,3,0.0,0.0,2.833213344056216,3,0.3885828035325741,0.0,0.5,0.29429140176628704
145,-5,18,1,5.0,0.2777777777777778,2.9444389791664403,1,0.408778613294461,0.2777777777777778,0.0,0.28772263998056385
90,10,17,2,2.0,0.11764705882352941,2.8903717578961645,2,0.39896135026830487,0.11764705882352941,0.25,0.28477479278121126
-140,60,4,2,2.0,0.5,1.6094379124341003,2,0.16637561376180962,0.5,0.25,0.2831878068809048
100,5,4,2,2.0,0.5,1.6094379124341003,2,0.16637561376180962,0.5,0.25,0.2831878068809048
-70,-25,4,2,2.0,0.5,1.6094379124341003,2,0.16637561376180962,0.5,0.25,0.2831878068809048
-90,20,4,2,2.0,0.5,1.6094379124341003,2,0.16637561376180962,0.5,0.25,0.2831878068809048
65,35,5,1,3.0,0.6,1.791759469228055,1,0.19948067513415244,0.6,0.0,0.2797403375670762
85,-70,5,1,3.0,0.6,1.791759469228055,1,0.19948067513415244,0.6,0.0,0.2797403375670762
-105,10,30,1,3.0,0.1,3.4339872044851463,1,0.49766839862145124,0.1,0.0,0.2788341993107256
155,50,29,1,3.0,0.10344827586206896,3.4011973816621555,1,0.4917145821006209,0.10344827586206896,0.0,0.27689177380893115
55,-25,14,2,2.0,0.14285714285714285,2.70805020110221,2,0.3658562888959621,0.14285714285714285,0.25,0.2757852873051239
-110,10,33,1,2.0,0.06060606060606061,3.5263605246161616,1,0.5144410967372328,0.06060606060606061,0.0,0.2754023665504346
-115,10,20,1,4.0,0.2,3.044522437723423,1,0.4269512808393616,0.2,0.0,0.2734756404196808
145,15,13,2,2.0,0.15384615384615385,2.6390573296152584,2,0.35332889890986785,0.15384615384615385,0.25,0.27281829560878007
